x,y,z
-4.600000,-3.900000,62831.720000
-4.600000,-3.800000,62331.520000
-4.600000,-3.700000,61833.320000
-4.600000,-3.600000,61337.120000
-4.600000,-3.500000,60842.920000
-4.600000,-3.400000,60350.720000
-4.600000,-3.300000,59860.520000
-4.600000,-3.200000,59372.320000
-4.600000,-3.100000,58886.120000
-4.600000,-3.000000,58401.920000
-4.600000,-2.900000,57919.720000
-4.600000,-2.800000,57439.520000
-4.600000,-2.700000,56961.320000
-4.600000,-2.600000,56485.120000
-4.600000,-2.500000,56010.920000
-4.600000,-2.400000,55538.720000
-4.600000,-2.300000,55068.520000
-4.600000,-2.200000,54600.320000
-4.600000,-2.100000,54134.120000
-4.600000,-2.000000,53669.920000
-4.600000,-1.900000,53207.720000
-4.600000,-1.800000,52747.520000
-4.600000,-1.700000,52289.320000
-4.600000,-1.600000,51833.120000
-4.600000,-1.500000,51378.920000
-4.600000,-1.400000,50926.720000
-4.600000,-1.300000,50476.520000
-4.600000,-1.200000,50028.320000
-4.600000,-1.100000,49582.120000
-4.600000,-1.000000,49137.920000
-4.600000,-0.900000,48695.720000
-4.600000,-0.800000,48255.520000
-4.600000,-0.700000,47817.320000
-4.600000,-0.600000,47381.120000
-4.600000,-0.500000,46946.920000
-4.600000,-0.400000,46514.720000
-4.600000,-0.300000,46084.520000
-4.600000,-0.200000,45656.320000
-4.600000,-0.100000,45230.120000
-4.600000,-0.000000,44805.920000
-4.600000,0.100000,44383.720000
-4.600000,0.200000,43963.520000
-4.600000,0.300000,43545.320000
-4.600000,0.400000,43129.120000
-4.600000,0.500000,42714.920000
-4.600000,0.600000,42302.720000
-4.600000,0.700000,41892.520000
-4.600000,0.800000,41484.320000
-4.600000,0.900000,41078.120000
-4.600000,1.000000,40673.920000
-4.600000,1.100000,40271.720000
-4.600000,1.200000,39871.520000
-4.600000,1.300000,39473.320000
-4.600000,1.400000,39077.120000
-4.600000,1.500000,38682.920000
-4.600000,1.600000,38290.720000
-4.600000,1.700000,37900.520000
-4.600000,1.800000,37512.320000
-4.600000,1.900000,37126.120000
-4.600000,2.000000,36741.920000
-4.600000,2.100000,36359.720000
-4.600000,2.200000,35979.520000
-4.600000,2.300000,35601.320000
-4.600000,2.400000,35225.120000
-4.600000,2.500000,34850.920000
-4.600000,2.600000,34478.720000
-4.600000,2.700000,34108.520000
-4.600000,2.800000,33740.320000
-4.600000,2.900000,33374.120000
-4.600000,3.000000,33009.920000
-4.600000,3.100000,32647.720000
-4.600000,3.200000,32287.520000
-4.600000,3.300000,31929.320000
-4.600000,3.400000,31573.120000
-4.600000,3.500000,31218.920000
-4.600000,3.600000,30866.720000
-4.600000,3.700000,30516.520000
-4.600000,3.800000,30168.320000
-4.600000,3.900000,29822.120000
-4.600000,4.000000,29477.920000
-4.600000,4.100000,29135.720000
-4.600000,4.200000,28795.520000
-4.600000,4.300000,28457.320000
-4.600000,4.400000,28121.120000
-4.600000,4.500000,27786.920000
-4.600000,4.600000,27454.720000
-4.600000,4.700000,27124.520000
-4.600000,4.800000,26796.320000
-4.600000,4.900000,26470.120000
-4.600000,5.000000,26145.920000
-4.500000,-5.000000,63786.500000
-4.500000,-4.900000,63282.500000
-4.500000,-4.800000,62780.500000
-4.500000,-4.700000,62280.500000
-4.500000,-4.600000,61782.500000
-4.500000,-4.500000,61286.500000
-4.500000,-4.400000,60792.500000
-4.500000,-4.300000,60300.500000
-4.500000,-4.200000,59810.500000
-4.500000,-4.100000,59322.500000
-4.500000,-4.000000,58836.500000
-4.500000,-3.900000,58352.500000
-4.500000,-3.800000,57870.500000
-4.500000,-3.700000,57390.500000
-4.500000,-3.600000,56912.500000
-4.500000,-3.500000,56436.500000
-4.500000,-3.400000,55962.500000
-4.500000,-3.300000,55490.500000
-4.500000,-3.200000,55020.500000
-4.500000,-3.100000,54552.500000
-4.500000,-3.000000,54086.500000
-4.500000,-2.900000,53622.500000
-4.500000,-2.800000,53160.500000
-4.500000,-2.700000,52700.500000
-4.500000,-2.600000,52242.500000
-4.500000,-2.500000,51786.500000
-4.500000,-2.400000,51332.500000
-4.500000,-2.300000,50880.500000
-4.500000,-2.200000,50430.500000
-4.500000,-2.100000,49982.500000
-4.500000,-2.000000,49536.500000
-4.500000,-1.900000,49092.500000
-4.500000,-1.800000,48650.500000
-4.500000,-1.700000,48210.500000
-4.500000,-1.600000,47772.500000
-4.500000,-1.500000,47336.500000
-4.500000,-1.400000,46902.500000
-4.500000,-1.300000,46470.500000
-4.500000,-1.200000,46040.500000
-4.500000,-1.100000,45612.500000
-4.500000,-1.000000,45186.500000
-4.500000,-0.900000,44762.500000
-4.500000,-0.800000,44340.500000
-4.500000,-0.700000,43920.500000
-4.500000,-0.600000,43502.500000
-4.500000,-0.500000,43086.500000
-4.500000,-0.400000,42672.500000
-4.500000,-0.300000,42260.500000
-4.500000,-0.200000,41850.500000
-4.500000,-0.100000,41442.500000
-4.500000,-0.000000,41036.500000
-4.500000,0.100000,40632.500000
-4.500000,0.200000,40230.500000
-4.500000,0.300000,39830.500000
-4.500000,0.400000,39432.500000
-4.500000,0.500000,39036.500000
-4.500000,0.600000,38642.500000
-4.500000,0.700000,38250.500000
-4.500000,0.800000,37860.500000
-4.500000,0.900000,37472.500000
-4.500000,1.000000,37086.500000
-4.500000,1.100000,36702.500000
-4.500000,1.200000,36320.500000
-4.500000,1.300000,35940.500000
-4.500000,1.400000,35562.500000
-4.500000,1.500000,35186.500000
-4.500000,1.600000,34812.500000
-4.500000,1.700000,34440.500000
-4.500000,1.800000,34070.500000
-4.500000,1.900000,33702.500000
-4.500000,2.000000,33336.500000
-4.500000,2.100000,32972.500000
-4.500000,2.200000,32610.500000
-4.500000,2.300000,32250.500000
-4.500000,2.400000,31892.500000
-4.500000,2.500000,31536.500000
-4.500000,2.600000,31182.500000
-4.500000,2.700000,30830.500000
-4.500000,2.800000,30480.500000
-4.500000,2.900000,30132.500000
-4.500000,3.000000,29786.500000
-4.500000,3.100000,29442.500000
-4.500000,3.200000,29100.500000
-4.500000,3.300000,28760.500000
-4.500000,3.400000,28422.500000
-4.500000,3.500000,28086.500000
-4.500000,3.600000,27752.500000
-4.500000,3.700000,27420.500000
-4.500000,3.800000,27090.500000
-4.500000,3.900000,26762.500000
-4.500000,4.000000,26436.500000
-4.500000,4.100000,26112.500000
-4.500000,4.200000,25790.500000
-4.500000,4.300000,25470.500000
-4.500000,4.400000,25152.500000
-4.500000,4.500000,24836.500000
-4.500000,4.600000,24522.500000
-4.500000,4.700000,24210.500000
-4.500000,4.800000,23900.500000
-4.500000,4.900000,23592.500000
-4.500000,5.000000,23286.500000
-4.400000,-5.000000,59370.120000
-4.400000,-4.900000,58883.920000
-4.400000,-4.800000,58399.720000
-4.400000,-4.700000,57917.520000
-4.400000,-4.600000,57437.320000
-4.400000,-4.500000,56959.120000
-4.400000,-4.400000,56482.920000
-4.400000,-4.300000,56008.720000
-4.400000,-4.200000,55536.520000
-4.400000,-4.100000,55066.320000
-4.400000,-4.000000,54598.120000
-4.400000,-3.900000,54131.920000
-4.400000,-3.800000,53667.720000
-4.400000,-3.700000,53205.520000
-4.400000,-3.600000,52745.320000
-4.400000,-3.500000,52287.120000
-4.400000,-3.400000,51830.920000
-4.400000,-3.300000,51376.720000
-4.400000,-3.200000,50924.520000
-4.400000,-3.100000,50474.320000
-4.400000,-3.000000,50026.120000
-4.400000,-2.900000,49579.920000
-4.400000,-2.800000,49135.720000
-4.400000,-2.700000,48693.520000
-4.400000,-2.600000,48253.320000
-4.400000,-2.500000,47815.120000
-4.400000,-2.400000,47378.920000
-4.400000,-2.300000,46944.720000
-4.400000,-2.200000,46512.520000
-4.400000,-2.100000,46082.320000
-4.400000,-2.000000,45654.120000
-4.400000,-1.900000,45227.920000
-4.400000,-1.800000,44803.720000
-4.400000,-1.700000,44381.520000
-4.400000,-1.600000,43961.320000
-4.400000,-1.500000,43543.120000
-4.400000,-1.400000,43126.920000
-4.400000,-1.300000,42712.720000
-4.400000,-1.200000,42300.520000
-4.400000,-1.100000,41890.320000
-4.400000,-1.000000,41482.120000
-4.400000,-0.900000,41075.920000
-4.400000,-0.800000,40671.720000
-4.400000,-0.700000,40269.520000
-4.400000,-0.600000,39869.320000
-4.400000,-0.500000,39471.120000
-4.400000,-0.400000,39074.920000
-4.400000,-0.300000,38680.720000
-4.400000,-0.200000,38288.520000
-4.400000,-0.100000,37898.320000
-4.400000,-0.000000,37510.120000
-4.400000,0.100000,37123.920000
-4.400000,0.200000,36739.720000
-4.400000,0.300000,36357.520000
-4.400000,0.400000,35977.320000
-4.400000,0.500000,35599.120000
-4.400000,0.600000,35222.920000
-4.400000,0.700000,34848.720000
-4.400000,0.800000,34476.520000
-4.400000,0.900000,34106.320000
-4.400000,1.000000,33738.120000
-4.400000,1.100000,33371.920000
-4.400000,1.200000,33007.720000
-4.400000,1.300000,32645.520000
-4.400000,1.400000,32285.320000
-4.400000,1.500000,31927.120000
-4.400000,1.600000,31570.920000
-4.400000,1.700000,31216.720000
-4.400000,1.800000,30864.520000
-4.400000,1.900000,30514.320000
-4.400000,2.000000,30166.120000
-4.400000,2.100000,29819.920000
-4.400000,2.200000,29475.720000
-4.400000,2.300000,29133.520000
-4.400000,2.400000,28793.320000
-4.400000,2.500000,28455.120000
-4.400000,2.600000,28118.920000
-4.400000,2.700000,27784.720000
-4.400000,2.800000,27452.520000
-4.400000,2.900000,27122.320000
-4.400000,3.000000,26794.120000
-4.400000,3.100000,26467.920000
-4.400000,3.200000,26143.720000
-4.400000,3.300000,25821.520000
-4.400000,3.400000,25501.320000
-4.400000,3.500000,25183.120000
-4.400000,3.600000,24866.920000
-4.400000,3.700000,24552.720000
-4.400000,3.800000,24240.520000
-4.400000,3.900000,23930.320000
-4.400000,4.000000,23622.120000
-4.400000,4.100000,23315.920000
-4.400000,4.200000,23011.720000
-4.400000,4.300000,22709.520000
-4.400000,4.400000,22409.320000
-4.400000,4.500000,22111.120000
-4.400000,4.600000,21814.920000
-4.400000,4.700000,21520.720000
-4.400000,4.800000,21228.520000
-4.400000,4.900000,20938.320000
-4.400000,5.000000,20650.120000
-4.300000,-5.000000,55206.100000
-4.300000,-4.900000,54737.300000
-4.300000,-4.800000,54270.500000
-4.300000,-4.700000,53805.700000
-4.300000,-4.600000,53342.900000
-4.300000,-4.500000,52882.100000
-4.300000,-4.400000,52423.300000
-4.300000,-4.300000,51966.500000
-4.300000,-4.200000,51511.700000
-4.300000,-4.100000,51058.900000
-4.300000,-4.000000,50608.100000
-4.300000,-3.900000,50159.300000
-4.300000,-3.800000,49712.500000
-4.300000,-3.700000,49267.700000
-4.300000,-3.600000,48824.900000
-4.300000,-3.500000,48384.100000
-4.300000,-3.400000,47945.300000
-4.300000,-3.300000,47508.500000
-4.300000,-3.200000,47073.700000
-4.300000,-3.100000,46640.900000
-4.300000,-3.000000,46210.100000
-4.300000,-2.900000,45781.300000
-4.300000,-2.800000,45354.500000
-4.300000,-2.700000,44929.700000
-4.300000,-2.600000,44506.900000
-4.300000,-2.500000,44086.100000
-4.300000,-2.400000,43667.300000
-4.300000,-2.300000,43250.500000
-4.300000,-2.200000,42835.700000
-4.300000,-2.100000,42422.900000
-4.300000,-2.000000,42012.100000
-4.300000,-1.900000,41603.300000
-4.300000,-1.800000,41196.500000
-4.300000,-1.700000,40791.700000
-4.300000,-1.600000,40388.900000
-4.300000,-1.500000,39988.100000
-4.300000,-1.400000,39589.300000
-4.300000,-1.300000,39192.500000
-4.300000,-1.200000,38797.700000
-4.300000,-1.100000,38404.900000
-4.300000,-1.000000,38014.100000
-4.300000,-0.900000,37625.300000
-4.300000,-0.800000,37238.500000
-4.300000,-0.700000,36853.700000
-4.300000,-0.600000,36470.900000
-4.300000,-0.500000,36090.100000
-4.300000,-0.400000,35711.300000
-4.300000,-0.300000,35334.500000
-4.300000,-0.200000,34959.700000
-4.300000,-0.100000,34586.900000
-4.300000,-0.000000,34216.100000
-4.300000,0.100000,33847.300000
-4.300000,0.200000,33480.500000
-4.300000,0.300000,33115.700000
-4.300000,0.400000,32752.900000
-4.300000,0.500000,32392.100000
-4.300000,0.600000,32033.300000
-4.300000,0.700000,31676.500000
-4.300000,0.800000,31321.700000
-4.300000,0.900000,30968.900000
-4.300000,1.000000,30618.100000
-4.300000,1.100000,30269.300000
-4.300000,1.200000,29922.500000
-4.300000,1.300000,29577.700000
-4.300000,1.400000,29234.900000
-4.300000,1.500000,28894.100000
-4.300000,1.600000,28555.300000
-4.300000,1.700000,28218.500000
-4.300000,1.800000,27883.700000
-4.300000,1.900000,27550.900000
-4.300000,2.000000,27220.100000
-4.300000,2.100000,26891.300000
-4.300000,2.200000,26564.500000
-4.300000,2.300000,26239.700000
-4.300000,2.400000,25916.900000
-4.300000,2.500000,25596.100000
-4.300000,2.600000,25277.300000
-4.300000,2.700000,24960.500000
-4.300000,2.800000,24645.700000
-4.300000,2.900000,24332.900000
-4.300000,3.000000,24022.100000
-4.300000,3.100000,23713.300000
-4.300000,3.200000,23406.500000
-4.300000,3.300000,23101.700000
-4.300000,3.400000,22798.900000
-4.300000,3.500000,22498.100000
-4.300000,3.600000,22199.300000
-4.300000,3.700000,21902.500000
-4.300000,3.800000,21607.700000
-4.300000,3.900000,21314.900000
-4.300000,4.000000,21024.100000
