x,y,z
-9.900000,-6.300000,2.270290
-9.900000,-6.200000,2.587169
-9.900000,-6.100000,2.854621
-9.900000,-6.000000,3.044986
-9.900000,-5.900000,3.140403
-9.900000,-5.800000,3.133955
-9.900000,-5.700000,3.029518
-9.900000,-5.600000,2.840477
-9.900000,-5.500000,2.587591
-9.900000,-5.400000,2.296330
-9.900000,-5.300000,1.994030
-9.900000,-5.200000,1.707177
-9.900000,-5.100000,1.459082
-9.900000,-5.000000,1.268111
-9.900000,-4.900000,1.146583
-9.900000,-4.800000,1.100329
-9.900000,-4.700000,1.128877
-9.900000,-4.600000,1.226145
-9.900000,-4.500000,1.381517
-9.900000,-4.400000,1.581144
-9.900000,-4.300000,1.809323
-9.900000,-4.200000,2.049843
-9.900000,-4.100000,2.287173
-9.900000,-4.000000,2.507431
-9.900000,-3.900000,2.699104
-9.900000,-3.800000,2.853480
-9.900000,-3.700000,2.964836
-9.900000,-3.600000,3.030384
-9.900000,-3.500000,3.050043
-9.900000,-3.400000,3.026067
-9.900000,-3.300000,2.962590
-9.900000,-3.200000,2.865126
-9.900000,-3.100000,2.740077
-9.900000,-3.000000,2.594271
-9.900000,-2.900000,2.434547
-9.900000,-2.800000,2.267426
-9.900000,-2.700000,2.098846
-9.900000,-2.600000,1.933980
-9.900000,-2.500000,1.777129
-9.900000,-2.400000,1.631678
-9.900000,-2.300000,1.500100
-9.900000,-2.200000,1.384011
-9.900000,-2.100000,1.284250
-9.900000,-2.000000,1.200983
-9.900000,-1.900000,1.133811
-9.900000,-1.800000,1.081885
-9.900000,-1.700000,1.044020
-9.900000,-1.600000,1.018791
-9.900000,-1.500000,1.004629
-9.900000,-1.400000,0.999894
-9.900000,-1.300000,1.002944
-9.900000,-1.200000,1.012178
-9.900000,-1.100000,1.026082
-9.900000,-1.000000,1.043252
-9.900000,-0.900000,1.062410
-9.900000,-0.800000,1.082418
-9.900000,-0.700000,1.102275
-9.900000,-0.600000,1.121122
-9.900000,-0.500000,1.138234
-9.900000,-0.400000,1.153014
-9.900000,-0.300000,1.164986
-9.900000,-0.200000,1.173790
-9.900000,-0.100000,1.179172
-9.900000,-0.000000,1.180983
-9.900000,0.100000,1.179172
-9.900000,0.200000,1.173790
-9.900000,0.300000,1.164986
-9.900000,0.400000,1.153014
-9.900000,0.500000,1.138234
-9.900000,0.600000,1.121122
-9.900000,0.700000,1.102275
-9.900000,0.800000,1.082418
-9.900000,0.900000,1.062410
-9.900000,1.000000,1.043252
-9.900000,1.100000,1.026082
-9.900000,1.200000,1.012178
-9.900000,1.300000,1.002944
-9.900000,1.400000,0.999894
-9.900000,1.500000,1.004629
-9.900000,1.600000,1.018791
-9.900000,1.700000,1.044020
-9.900000,1.800000,1.081885
-9.900000,1.900000,1.133811
-9.900000,2.000000,1.200983
-9.900000,2.100000,1.284250
-9.900000,2.200000,1.384011
-9.900000,2.300000,1.500100
-9.900000,2.400000,1.631678
-9.900000,2.500000,1.777129
-9.900000,2.600000,1.933980
-9.900000,2.700000,2.098846
-9.900000,2.800000,2.267426
-9.900000,2.900000,2.434547
-9.900000,3.000000,2.594271
-9.900000,3.100000,2.740077
-9.900000,3.200000,2.865126
-9.900000,3.300000,2.962590
-9.900000,3.400000,3.026067
-9.900000,3.500000,3.050043
-9.900000,3.600000,3.030384
-9.900000,3.700000,2.964836
-9.900000,3.800000,2.853480
-9.900000,3.900000,2.699104
-9.900000,4.000000,2.507431
-9.900000,4.100000,2.287173
-9.900000,4.200000,2.049843
-9.900000,4.300000,1.809323
-9.900000,4.400000,1.581144
-9.900000,4.500000,1.381517
-9.900000,4.600000,1.226145
-9.900000,4.700000,1.128877
-9.900000,4.800000,1.100329
-9.900000,4.900000,1.146583
-9.900000,5.000000,1.268111
-9.900000,5.100000,1.459082
-9.900000,5.200000,1.707177
-9.900000,5.300000,1.994030
-9.900000,5.400000,2.296330
-9.900000,5.500000,2.587591
-9.900000,5.600000,2.840477
-9.900000,5.700000,3.029518
-9.900000,5.800000,3.133955
-9.900000,5.900000,3.140403
-9.900000,6.000000,3.044986
-9.900000,6.100000,2.854621
-9.900000,6.200000,2.587169
-9.900000,6.300000,2.270290
-9.900000,6.400000,1.938977
-9.900000,6.500000,1.631927
-9.900000,6.600000,1.387067
-9.900000,6.700000,1.236745
-9.900000,6.800000,1.203180
-9.900000,6.900000,1.294840
-9.900000,7.000000,1.504340
-9.900000,7.100000,1.808337
-9.900000,7.200000,2.169643
-9.900000,7.300000,2.541486
-9.900000,7.400000,2.873504
-9.900000,7.500000,3.118759
-9.900000,7.600000,3.240800
-9.900000,7.700000,3.219690
-9.900000,7.800000,3.055984
-9.900000,7.900000,2.771812
-9.900000,8.000000,2.408662
-9.900000,8.100000,2.021920
-9.900000,8.200000,1.672787
-9.900000,8.300000,1.418702
-9.900000,8.400000,1.303746
-9.900000,8.500000,1.350669
-9.900000,8.600000,1.556023
-9.900000,8.700000,1.889501
-9.900000,8.800000,2.297900
-9.900000,8.900000,2.713344
-9.900000,9.000000,3.064596
-9.900000,9.100000,3.289618
-9.900000,9.200000,3.347156
-9.900000,9.300000,3.225135
-9.900000,9.400000,2.944080
-9.900000,9.500000,2.554600
-9.900000,9.600000,2.129030
-9.900000,9.700000,1.748508
-9.900000,9.800000,1.487702
-9.900000,9.900000,1.400081
-9.900000,10.000000,1.506666
-9.800000,-10.000000,1.400183
-9.800000,-9.900000,1.487702
-9.800000,-9.800000,1.751935
-9.800000,-9.700000,2.137719
-9.800000,-9.600000,2.567872
-9.800000,-9.500000,2.958701
-9.800000,-9.400000,3.236068
-9.800000,-9.300000,3.348916
-9.800000,-9.200000,3.277887
-9.800000,-9.100000,3.037675
-9.800000,-9.000000,2.673070
-9.800000,-8.900000,2.249761
-9.800000,-8.800000,1.841878
-9.800000,-8.700000,1.518686
-9.800000,-8.600000,1.332813
-9.800000,-8.500000,1.311981
-9.800000,-8.400000,1.455404
-9.800000,-8.300000,1.735188
-9.800000,-8.200000,2.102130
-9.800000,-8.100000,2.494675
-9.800000,-8.000000,2.849333
-9.800000,-7.900000,3.110777
-9.800000,-7.800000,3.240034
-9.800000,-7.700000,3.219624
-9.800000,-7.600000,3.055093
-9.800000,-7.500000,2.772977
-9.800000,-7.400000,2.415790
-9.800000,-7.300000,2.035029
-9.800000,-7.200000,1.683377
-9.800000,-7.100000,1.407296
-9.800000,-7.000000,1.241031
-9.800000,-6.900000,1.202741
-9.800000,-6.800000,1.293083
-9.800000,-6.700000,1.496233
-9.800000,-6.600000,1.782968
-9.800000,-6.500000,2.115204
-9.800000,-6.400000,2.451271
-9.800000,-6.300000,2.751180
-9.800000,-6.200000,2.981218
-9.800000,-6.100000,3.117396
-9.800000,-6.000000,3.147440
-9.800000,-5.900000,3.071268
-9.800000,-5.800000,2.900044
-9.800000,-5.700000,2.654103
-9.800000,-5.600000,2.360089
-9.800000,-5.500000,2.047724
-9.800000,-5.400000,1.746604
-9.800000,-5.300000,1.483341
-9.800000,-5.200000,1.279318
-9.800000,-5.100000,1.149199
-9.800000,-5.000000,1.100247
-9.800000,-4.900000,1.132399
-9.800000,-4.800000,1.238997
-9.800000,-4.700000,1.408017
-9.800000,-4.600000,1.623596
-9.800000,-4.500000,1.867697
-9.800000,-4.400000,2.121732
-9.800000,-4.300000,2.368014
-9.800000,-4.200000,2.590942
-9.800000,-4.100000,2.777859
-9.800000,-4.000000,2.919567
-9.800000,-3.900000,3.010523
-9.800000,-3.800000,3.048730
-9.800000,-3.700000,3.035414
-9.800000,-3.600000,2.974514
-9.800000,-3.500000,2.872088
-9.800000,-3.400000,2.735658
-9.800000,-3.300000,2.573585
-9.800000,-3.200000,2.394481
-9.800000,-3.100000,2.206710
-9.800000,-3.000000,2.017994
-9.800000,-2.900000,1.835110
-9.800000,-2.800000,1.663707
-9.800000,-2.700000,1.508211
-9.800000,-2.600000,1.371812
-9.800000,-2.500000,1.256523
-9.800000,-2.400000,1.163283
-9.800000,-2.300000,1.092098
-9.800000,-2.200000,1.042198
-9.800000,-2.100000,1.012201
-9.800000,-2.000000,1.000279
-9.800000,-1.900000,1.004298
-9.800000,-1.800000,1.021958
-9.800000,-1.700000,1.050903
-9.800000,-1.600000,1.088809
-9.800000,-1.500000,1.133462
-9.800000,-1.400000,1.182802
-9.800000,-1.300000,1.234959
-9.800000,-1.200000,1.288273
-9.800000,-1.100000,1.341298
-9.800000,-1.000000,1.392797
-9.800000,-0.900000,1.441736
-9.800000,-0.800000,1.487262
-9.800000,-0.700000,1.528684
-9.800000,-0.600000,1.565458
-9.800000,-0.500000,1.597159
-9.800000,-0.400000,1.623466
-9.800000,-0.300000,1.644142
-9.800000,-0.200000,1.659019
-9.800000,-0.100000,1.667987
-9.800000,-0.000000,1.670983
-9.800000,0.100000,1.667987
-9.800000,0.200000,1.659019
-9.800000,0.300000,1.644142
-9.800000,0.400000,1.623466
-9.800000,0.500000,1.597159
-9.800000,0.600000,1.565458
-9.800000,0.700000,1.528684
-9.800000,0.800000,1.487262
-9.800000,0.900000,1.441736
-9.800000,1.000000,1.392797
-9.800000,1.100000,1.341298
-9.800000,1.200000,1.288273
-9.800000,1.300000,1.234959
-9.800000,1.400000,1.182802
-9.800000,1.500000,1.133462
-9.800000,1.600000,1.088809
-9.800000,1.700000,1.050903
-9.800000,1.800000,1.021958
-9.800000,1.900000,1.004298
-9.800000,2.000000,1.000279
-9.800000,2.100000,1.012201
-9.800000,2.200000,1.042198
-9.800000,2.300000,1.092098
-9.800000,2.400000,1.163283
-9.800000,2.500000,1.256523
-9.800000,2.600000,1.371812
-9.800000,2.700000,1.508211
-9.800000,2.800000,1.663707
-9.800000,2.900000,1.835110
-9.800000,3.000000,2.017994
-9.800000,3.100000,2.206710
-9.800000,3.200000,2.394481
-9.800000,3.300000,2.573585
-9.800000,3.400000,2.735658
-9.800000,3.500000,2.872088
-9.800000,3.600000,2.974514
-9.800000,3.700000,3.035414
-9.800000,3.800000,3.048730
-9.800000,3.900000,3.010523
-9.800000,4.000000,2.919567
-9.800000,4.100000,2.777859
-9.800000,4.200000,2.590942
-9.800000,4.300000,2.368014
-9.800000,4.400000,2.121732
-9.800000,4.500000,1.867697
-9.800000,4.600000,1.623596
-9.800000,4.700000,1.408017
-9.800000,4.800000,1.238997
-9.800000,4.900000,1.132399
-9.800000,5.000000,1.100247
-9.800000,5.100000,1.149199
-9.800000,5.200000,1.279318
-9.800000,5.300000,1.483341
-9.800000,5.400000,1.746604
-9.800000,5.500000,2.047724
-9.800000,5.600000,2.360089
-9.800000,5.700000,2.654103
-9.800000,5.800000,2.900044
-9.800000,5.900000,3.071268
-9.800000,6.000000,3.147440
-9.800000,6.100000,3.117396
-9.800000,6.200000,2.981218
-9.800000,6.300000,2.751180
-9.800000,6.400000,2.451271
-9.800000,6.500000,2.115204
-9.800000,6.600000,1.782968
-9.800000,6.700000,1.496233
-9.800000,6.800000,1.293083
-9.800000,6.900000,1.202741
-9.800000,7.000000,1.241031
-9.800000,7.100000,1.407296
-9.800000,7.200000,1.683377
-9.800000,7.300000,2.035029
-9.800000,7.400000,2.415790
-9.800000,7.500000,2.772977
-9.800000,7.600000,3.055093
-9.800000,7.700000,3.219624
-9.800000,7.800000,3.240034
-9.800000,7.900000,3.110777
-9.800000,8.000000,2.849333
-9.800000,8.100000,2.494675
-9.800000,8.200000,2.102130
-9.800000,8.300000,1.735188
-9.800000,8.400000,1.455404
-9.800000,8.500000,1.311981
-9.800000,8.600000,1.332813
-9.800000,8.700000,1.518686
-9.800000,8.800000,1.841878
-9.800000,8.900000,2.249761
-9.800000,9.000000,2.673070
-9.800000,9.100000,3.037675
-9.800000,9.200000,3.277887
-9.800000,9.300000,3.348916
-9.800000,9.400000,3.236068
-9.800000,9.500000,2.958701
-9.800000,9.600000,2.567872
-9.800000,9.700000,2.137719
-9.800000,9.800000,1.751935
-9.800000,9.900000,1.487702
-9.800000,10.000000,1.400183
-9.700000,-10.000000,1.484051
-9.700000,-9.900000,1.748508
-9.700000,-9.800000,2.137719
-9.700000,-9.700000,2.572288
-9.700000,-9.600000,2.965938
-9.700000,-9.500000,3.242404
-9.700000,-9.400000,3.349658
-9.700000,-9.300000,3.268892
-9.700000,-9.200000,3.016825
-9.700000,-9.100000,2.641300
-9.700000,-9.000000,2.211345
-9.700000,-8.900000,1.803859
-9.700000,-8.800000,1.489549
-9.700000,-8.700000,1.320669
-9.700000,-8.600000,1.322652
-9.700000,-8.500000,1.490850
-9.700000,-8.400000,1.792613
-9.700000,-8.300000,2.174011
-9.700000,-8.200000,2.569750
-9.700000,-8.100000,2.914383
-9.700000,-8.000000,3.152907
-9.700000,-7.900000,3.249028
-9.700000,-7.800000,3.189953
-9.700000,-7.700000,2.987196
-9.700000,-7.600000,2.673585
-9.700000,-7.500000,2.297206
-9.700000,-7.400000,1.913474
-9.700000,-7.300000,1.576657
-9.700000,-7.200000,1.332160
-9.700000,-7.100000,1.210622
-9.700000,-7.000000,1.224536
-9.700000,-6.900000,1.367627
-9.700000,-6.800000,1.616842
-9.700000,-6.700000,1.936433
-9.700000,-6.600000,2.283392
-9.700000,-6.500000,2.613377
-9.700000,-6.400000,2.886324
-9.700000,-6.300000,3.071036
-9.700000,-6.200000,3.148296
-9.700000,-6.100000,3.112255
-9.700000,-6.000000,2.970116
-9.700000,-5.900000,2.740342
-9.700000,-5.800000,2.449750
-9.700000,-5.700000,2.129965
-9.700000,-5.600000,1.813697
-9.700000,-5.500000,1.531289
-9.700000,-5.400000,1.307869
-9.700000,-5.300000,1.161332
-9.700000,-5.200000,1.101280
-9.700000,-5.100000,1.128877
-9.700000,-5.000000,1.237541
-9.700000,-4.900000,1.414272
-9.700000,-4.800000,1.641416
-9.700000,-4.700000,1.898624
-9.700000,-4.600000,2.164806
-9.700000,-4.500000,2.419902
-9.700000,-4.400000,2.646333
-9.700000,-4.300000,2.830057
-9.700000,-4.200000,2.961205
-9.700000,-4.100000,3.034294
-9.700000,-4.000000,3.048091
-9.700000,-3.900000,3.005169
-9.700000,-3.800000,2.911258
-9.700000,-3.700000,2.774473
-9.700000,-3.600000,2.604488
-9.700000,-3.500000,2.411740
-9.700000,-3.400000,2.206710
-9.700000,-3.300000,1.999309
-9.700000,-3.200000,1.798410
-9.700000,-3.100000,1.611517
-9.700000,-3.000000,1.444574
-9.700000,-2.900000,1.301896
-9.700000,-2.800000,1.186210
-9.700000,-2.700000,1.098769
-9.700000,-2.600000,1.039535
-9.700000,-2.500000,1.007388
-9.700000,-2.400000,1.000361
-9.700000,-2.300000,1.015863
-9.700000,-2.200000,1.050903
-9.700000,-2.100000,1.102275
-9.700000,-2.000000,1.166730
-9.700000,-1.900000,1.241108
-9.700000,-1.800000,1.322440
-9.700000,-1.700000,1.408020
-9.700000,-1.600000,1.495456
-9.700000,-1.500000,1.582686
-9.700000,-1.400000,1.667987
-9.700000,-1.300000,1.749961
-9.700000,-1.200000,1.827511
-9.700000,-1.100000,1.899813
-9.700000,-1.000000,1.966281
-9.700000,-0.900000,2.026525
-9.700000,-0.800000,2.080318
-9.700000,-0.700000,2.127561
-9.700000,-0.600000,2.168244
-9.700000,-0.500000,2.202423
-9.700000,-0.400000,2.230186
-9.700000,-0.300000,2.251638
-9.700000,-0.200000,2.266878
-9.700000,-0.100000,2.275987
-9.700000,-0.000000,2.279017
-9.700000,0.100000,2.275987
-9.700000,0.200000,2.266878
-9.700000,0.300000,2.251638
-9.700000,0.400000,2.230186
-9.700000,0.500000,2.202423
-9.700000,0.600000,2.168244
-9.700000,0.700000,2.127561
-9.700000,0.800000,2.080318
-9.700000,0.900000,2.026525
-9.700000,1.000000,1.966281
-9.700000,1.100000,1.899813
-9.700000,1.200000,1.827511
-9.700000,1.300000,1.749961
-9.700000,1.400000,1.667987
-9.700000,1.500000,1.582686
-9.700000,1.600000,1.495456
-9.700000,1.700000,1.408020
-9.700000,1.800000,1.322440
-9.700000,1.900000,1.241108
-9.700000,2.000000,1.166730
-9.700000,2.100000,1.102275
-9.700000,2.200000,1.050903
-9.700000,2.300000,1.015863
-9.700000,2.400000,1.000361
-9.700000,2.500000,1.007388
-9.700000,2.600000,1.039535
-9.700000,2.700000,1.098769
-9.700000,2.800000,1.186210
-9.700000,2.900000,1.301896
-9.700000,3.000000,1.444574
-9.700000,3.100000,1.611517
-9.700000,3.200000,1.798410
-9.700000,3.300000,1.999309
-9.700000,3.400000,2.206710
-9.700000,3.500000,2.411740
-9.700000,3.600000,2.604488
-9.700000,3.700000,2.774473
-9.700000,3.800000,2.911258
-9.700000,3.900000,3.005169
-9.700000,4.000000,3.048091
-9.700000,4.100000,3.034294
-9.700000,4.200000,2.961205
-9.700000,4.300000,2.830057
-9.700000,4.400000,2.646333
-9.700000,4.500000,2.419902
-9.700000,4.600000,2.164806
-9.700000,4.700000,1.898624
-9.700000,4.800000,1.641416
-9.700000,4.900000,1.414272
-9.700000,5.000000,1.237541
-9.700000,5.100000,1.128877
-9.700000,5.200000,1.101280
-9.700000,5.300000,1.161332
-9.700000,5.400000,1.307869
-9.700000,5.500000,1.531289
-9.700000,5.600000,1.813697
-9.700000,5.700000,2.129965
-9.700000,5.800000,2.449750
-9.700000,5.900000,2.740342
-9.700000,6.000000,2.970116
-9.700000,6.100000,3.112255
-9.700000,6.200000,3.148296
-9.700000,6.300000,3.071036
-9.700000,6.400000,2.886324
-9.700000,6.500000,2.613377
-9.700000,6.600000,2.283392
-9.700000,6.700000,1.936433
-9.700000,6.800000,1.616842
-9.700000,6.900000,1.367627
-9.700000,7.000000,1.224536
-9.700000,7.100000,1.210622
-9.700000,7.200000,1.332160
-9.700000,7.300000,1.576657
-9.700000,7.400000,1.913474
-9.700000,7.500000,2.297206
-9.700000,7.600000,2.673585
-9.700000,7.700000,2.987196
-9.700000,7.800000,3.189953
-9.700000,7.900000,3.249028
-9.700000,8.000000,3.152907
-9.700000,8.100000,2.914383
-9.700000,8.200000,2.569750
-9.700000,8.300000,2.174011
-9.700000,8.400000,1.792613
-9.700000,8.500000,1.490850
-9.700000,8.600000,1.322652
-9.700000,8.700000,1.320669
-9.700000,8.800000,1.489549
-9.700000,8.900000,1.803859
-9.700000,9.000000,2.211345
-9.700000,9.100000,2.641300
-9.700000,9.200000,3.016825
-9.700000,9.300000,3.268892
-9.700000,9.400000,3.349658
-9.700000,9.500000,3.242404
-9.700000,9.600000,2.965938
-9.700000,9.700000,2.572288
-9.700000,9.800000,2.137719
-9.700000,9.900000,1.748508
-9.700000,10.000000,1.484051
-9.600000,-10.000000,1.738306
-9.600000,-9.900000,2.129030
-9.600000,-9.800000,2.567872
-9.600000,-9.700000,2.965938
-9.600000,-9.600000,3.244478
-9.600000,-9.500000,3.349900
-9.600000,-9.400000,3.263250
-9.600000,-9.300000,3.002620
-9.600000,-9.200000,2.618389
-9.600000,-9.100000,2.182624
-9.600000,-9.000000,1.774926
-9.600000,-8.900000,1.467584
-9.600000,-8.800000,1.312781
-9.600000,-8.700000,1.334069
-9.600000,-8.600000,1.523373
-9.600000,-8.500000,1.843718
-9.600000,-8.400000,2.236829
-9.600000,-8.300000,2.633978
-9.600000,-8.200000,2.967992
-9.600000,-8.100000,3.184324
-9.600000,-8.000000,3.249384
-9.600000,-7.900000,3.154971
-9.600000,-7.800000,2.918344
-9.600000,-7.700000,2.578254
-9.600000,-7.600000,2.187873
-9.600000,-7.500000,1.805945
-9.600000,-7.400000,1.487695
-9.600000,-7.300000,1.276865
-9.600000,-7.200000,1.200000
-9.600000,-7.100000,1.263632
-9.600000,-7.000000,1.454522
-9.600000,-6.900000,1.742664
-9.600000,-6.800000,2.086375
-9.600000,-6.700000,2.438581
-9.600000,-6.600000,2.753320
-9.600000,-6.500000,2.991581
-9.600000,-6.400000,3.125758
-9.600000,-6.300000,3.142286
-9.600000,-6.200000,3.042307
-9.600000,-6.100000,2.840477
-9.600000,-6.000000,2.562271
-9.600000,-5.900000,2.240269
