x,y,z
-4.900000,4.800000,3889939.469594
-4.900000,4.900000,4162545.918415
-4.900000,5.000000,4474101.237585
-4.800000,-5.000000,7049643.660980
-4.800000,-4.900000,6499521.302670
-4.800000,-4.800000,6012483.292001
-4.800000,-4.700000,5581945.982340
-4.800000,-4.600000,5201894.127260
-4.800000,-4.500000,4866878.040374
-4.800000,-4.400000,4571951.044298
-4.800000,-4.300000,4312632.595155
-4.800000,-4.200000,4084877.033833
-4.800000,-4.100000,3885039.309410
-4.800000,-4.000000,3709831.192875
-4.800000,-3.900000,3556309.724964
-4.800000,-3.800000,3421832.857345
-4.800000,-3.700000,3304039.426874
-4.800000,-3.600000,3200821.765515
-4.800000,-3.500000,3110309.412336
-4.800000,-3.400000,3030843.606800
-4.800000,-3.300000,2960953.902231
-4.800000,-3.200000,2899339.856717
-4.800000,-3.100000,2844867.250096
-4.800000,-3.000000,2796529.788528
-4.800000,-2.900000,2753453.244470
-4.800000,-2.800000,2714876.323470
-4.800000,-2.700000,2680144.460705
-4.800000,-2.600000,2648675.845834
-4.800000,-2.500000,2619981.265202
-4.800000,-2.400000,2593638.368116
-4.800000,-2.300000,2569280.036256
-4.800000,-2.200000,2546607.680376
-4.800000,-2.100000,2525348.296094
-4.800000,-2.000000,2505290.369945
-4.800000,-1.900000,2486243.952222
-4.800000,-1.800000,2468058.951893
-4.800000,-1.700000,2450603.844285
-4.800000,-1.600000,2433769.971370
-4.800000,-1.500000,2417472.323597
-4.800000,-1.400000,2401643.195919
-4.800000,-1.300000,2386218.104249
-4.800000,-1.200000,2371154.300959
-4.800000,-1.100000,2356410.524209
-4.800000,-1.000000,2341955.667314
-4.800000,-0.900000,2327767.991359
-4.800000,-0.800000,2313828.580553
-4.800000,-0.700000,2300114.330111
-4.800000,-0.600000,2286623.027480
-4.800000,-0.500000,2273341.401534
-4.800000,-0.400000,2260256.294476
-4.800000,-0.300000,2247369.271922
-4.800000,-0.200000,2234668.302641
-4.800000,-0.100000,2222159.383745
-4.800000,-0.000000,2209825.140518
-4.800000,0.100000,2197679.650111
-4.800000,0.200000,2185710.904793
-4.800000,0.300000,2173925.731969
-4.800000,0.400000,2162318.016819
-4.800000,0.500000,2150894.102684
-4.800000,0.600000,2139658.572384
-4.800000,0.700000,2128614.360216
-4.800000,0.800000,2117762.773202
-4.800000,0.900000,2107113.126072
-4.800000,1.000000,2096681.907678
-4.800000,1.100000,2086472.687667
-4.800000,1.200000,2076503.896932
-4.800000,1.300000,2066799.284964
-4.800000,1.400000,2057371.253604
-4.800000,1.500000,2048254.369921
-4.800000,1.600000,2039485.837106
-4.800000,1.700000,2031102.644755
-4.800000,1.800000,2023154.270477
-4.800000,1.900000,2015703.625531
-4.800000,2.000000,2008822.189900
-4.800000,2.100000,2002593.810859
-4.800000,2.200000,1997126.796710
-4.800000,2.300000,1992538.836256
-4.800000,2.400000,1988969.198168
-4.800000,2.500000,1986596.255122
-4.800000,2.600000,1985617.980362
-4.800000,2.700000,1986267.123187
-4.800000,2.800000,1988820.679691
-4.800000,2.900000,1993593.122306
-4.800000,3.000000,2000963.722245
-4.800000,3.100000,2011355.631335
-4.800000,3.200000,2025263.873445
-4.800000,3.300000,2043264.286920
-4.800000,3.400000,2066014.167155
-4.800000,3.500000,2094256.331256
-4.800000,3.600000,2128851.107006
-4.800000,3.700000,2170777.961833
-4.800000,3.800000,2221132.390278
-4.800000,3.900000,2281179.466663
-4.800000,4.000000,2352329.998898
-4.800000,4.100000,2436182.060300
-4.800000,4.200000,2534525.323444
-4.800000,4.300000,2649373.852829
-4.800000,4.400000,2782976.106614
-4.800000,4.500000,2937850.166222
-4.800000,4.600000,3116803.151891
-4.800000,4.700000,3322945.858672
-4.800000,4.800000,3559739.572591
-4.800000,4.900000,3831019.837853
-4.800000,5.000000,4141018.789268
-4.700000,-5.000000,6609931.808123
-4.700000,-4.900000,6064508.626684
-4.700000,-4.800000,5581945.982340
-4.700000,-4.700000,5155659.539983
-4.700000,-4.600000,4779662.987045
-4.700000,-4.500000,4448510.839834
-4.700000,-4.400000,4157276.806067
-4.700000,-4.300000,3901487.274952
-4.700000,-4.200000,3677110.970773
-4.700000,-4.100000,3480506.461409
-4.700000,-4.000000,3308410.648649
-4.700000,-3.900000,3157873.393293
-4.700000,-3.800000,3026271.631326
-4.700000,-3.700000,2911248.037003
-4.700000,-3.600000,2810704.989639
-4.700000,-3.500000,2722784.290667
-4.700000,-3.400000,2645819.080582
-4.700000,-3.300000,2578358.430002
-4.700000,-3.200000,2519105.019328
-4.700000,-3.100000,2466920.700154
-4.700000,-3.000000,2420816.300672
-4.700000,-2.900000,2379918.392555
-4.700000,-2.800000,2343466.393058
-4.700000,-2.700000,2310811.640527
-4.700000,-2.600000,2281378.121600
-4.700000,-2.500000,2254676.642466
-4.700000,-2.400000,2230287.077887
-4.700000,-2.300000,2207848.621375
-4.700000,-2.200000,2187060.296889
-4.700000,-2.100000,2167657.176434
-4.700000,-2.000000,2149426.002751
-4.700000,-1.900000,2132180.746989
-4.700000,-1.800000,2115769.460438
-4.700000,-1.700000,2100060.932451
-4.700000,-1.600000,2084956.015128
-4.700000,-1.500000,2070365.075927
-4.700000,-1.400000,2056220.146723
-4.700000,-1.300000,2042462.894998
-4.700000,-1.200000,2029043.915780
-4.700000,-1.100000,2015930.483771
-4.700000,-1.000000,2003089.211503
-4.700000,-0.900000,1990493.599613
-4.700000,-0.800000,1978133.289383
-4.700000,-0.700000,1965983.858822
-4.700000,-0.600000,1954036.737390
-4.700000,-0.500000,1942287.431463
-4.700000,-0.400000,1930721.551985
-4.700000,-0.300000,1919336.149891
-4.700000,-0.200000,1908123.412050
-4.700000,-0.100000,1897084.557156
-4.700000,-0.000000,1886214.504242
-4.700000,0.100000,1875510.711106
-4.700000,0.200000,1864976.327772
-4.700000,0.300000,1854602.375227
-4.700000,0.400000,1844398.168404
-4.700000,0.500000,1834362.679099
-4.700000,0.600000,1824502.120883
-4.700000,0.700000,1814813.909197
-4.700000,0.800000,1805307.699464
-4.700000,0.900000,1795990.564656
-4.700000,1.000000,1786868.664939
-4.700000,1.100000,1777959.548661
-4.700000,1.200000,1769274.494926
-4.700000,1.300000,1760832.953902
-4.700000,1.400000,1752653.379247
-4.700000,1.500000,1744770.762213
-4.700000,1.600000,1737211.367879
-4.700000,1.700000,1730020.168516
-4.700000,1.800000,1723246.153368
-4.700000,1.900000,1716943.802967
-4.700000,2.000000,1711187.953757
-4.700000,2.100000,1706060.973011
-4.700000,2.200000,1701670.001468
-4.700000,2.300000,1698128.604419
-4.700000,2.400000,1695576.879271
-4.700000,2.500000,1694186.488699
-4.700000,2.600000,1694156.932042
-4.700000,2.700000,1695717.274482
-4.700000,2.800000,1699139.663935
-4.700000,2.900000,1704736.942138
-4.700000,3.000000,1712883.615657
-4.700000,3.100000,1723998.980423
-4.700000,3.200000,1738578.100471
-4.700000,3.300000,1757184.597844
-4.700000,3.400000,1780472.035168
-4.700000,3.500000,1809185.118385
-4.700000,3.600000,1844169.832098
-4.700000,3.700000,1886398.904166
-4.700000,3.800000,1936967.742305
-4.700000,3.900000,1997128.583396
-4.700000,4.000000,2068285.079755
-4.700000,4.100000,2152024.924090
-4.700000,4.200000,2250132.428815
-4.700000,4.300000,2364609.454178
-4.700000,4.400000,2497695.820862
-4.700000,4.500000,2651899.120742
-4.700000,4.600000,2830006.814221
-4.700000,4.700000,3035120.373235
-4.700000,4.800000,3270693.060396
-4.700000,4.900000,3540538.203277
-4.700000,5.000000,3848886.627290
-4.600000,-5.000000,6221117.231949
-4.600000,-4.900000,5680191.977630
-4.600000,-4.800000,5201894.127260
-4.600000,-4.700000,4779662.987045
-4.600000,-4.600000,4407517.039738
-4.600000,-4.500000,4080035.098907
-4.600000,-4.400000,3792296.625950
-4.600000,-4.300000,3539840.864086
-4.600000,-4.200000,3318649.566503
-4.600000,-4.100000,3125093.534942
-4.600000,-4.000000,2955910.904464
-4.600000,-3.900000,2808175.435696
-4.600000,-3.800000,2679263.649195
-4.600000,-3.700000,2566825.232146
-4.600000,-3.600000,2468771.784654
-4.600000,-3.500000,2383253.823017
-4.600000,-3.400000,2308613.480268
-4.600000,-3.300000,2243399.850896
-4.600000,-3.200000,2186324.475664
-4.600000,-3.100000,2136256.206782
-4.600000,-3.000000,2092207.049241
-4.600000,-2.900000,2053310.692181
-4.600000,-2.800000,2018812.280094
-4.600000,-2.700000,1988061.770942
-4.600000,-2.600000,1960487.183897
-4.600000,-2.500000,1935610.911225
-4.600000,-2.400000,1913003.397144
-4.600000,-2.300000,1892319.865461
-4.600000,-2.200000,1873245.198443
-4.600000,-2.100000,1855533.315977
-4.600000,-2.000000,1838963.302178
-4.600000,-1.900000,1823351.726964
-4.600000,-1.800000,1808550.714013
-4.600000,-1.700000,1794430.571422
-4.600000,-1.600000,1780893.656485
-4.600000,-1.500000,1767847.533024
-4.600000,-1.400000,1755229.330464
-4.600000,-1.300000,1742979.126745
-4.600000,-1.200000,1731050.842801
-4.600000,-1.100000,1719407.096387
-4.600000,-1.000000,1708023.045849
-4.600000,-0.900000,1696868.797968
-4.600000,-0.800000,1685932.596898
-4.600000,-0.700000,1675192.664022
-4.600000,-0.600000,1664640.605759
-4.600000,-0.500000,1654272.346538
-4.600000,-0.400000,1644071.468924
-4.600000,-0.300000,1634041.332703
-4.600000,-0.200000,1624167.072069
-4.600000,-0.100000,1614456.091290
-4.600000,-0.000000,1604892.986335
-4.600000,0.100000,1595490.854885
-4.600000,0.200000,1586239.496120
-4.600000,0.300000,1577141.316736
-4.600000,0.400000,1568195.636309
-4.600000,0.500000,1559407.059345
-4.600000,0.600000,1550775.942178
-4.600000,0.700000,1542307.900132
-4.600000,0.800000,1534005.092267
-4.600000,0.900000,1525875.495400
-4.600000,1.000000,1517932.016100
-4.600000,1.100000,1510184.393111
-4.600000,1.200000,1502643.942401
-4.600000,1.300000,1495333.489712
-4.600000,1.400000,1488266.424060
-4.600000,1.500000,1481479.398953
-4.600000,1.600000,1474999.155865
-4.600000,1.700000,1468867.968300
-4.600000,1.800000,1463133.594346
-4.600000,1.900000,1457851.313526
-4.600000,2.000000,1453093.766771
-4.600000,2.100000,1448940.077362
-4.600000,2.200000,1445496.009984
-4.600000,2.300000,1442871.847603
-4.600000,2.400000,1441213.910557
-4.600000,2.500000,1440683.463127
-4.600000,2.600000,1441480.479785
-4.600000,2.700000,1443830.186969
-4.600000,2.800000,1447998.339541
-4.600000,2.900000,1454304.401332
-4.600000,3.000000,1463107.522552
-4.600000,3.100000,1474827.714156
-4.600000,3.200000,1489958.700166
-4.600000,3.300000,1509057.531027
-4.600000,3.400000,1532767.914293
-4.600000,3.500000,1561836.204080
-4.600000,3.600000,1597100.364555
-4.600000,3.700000,1639521.717626
-4.600000,3.800000,1690195.451145
-4.600000,3.900000,1750361.929817
-4.600000,4.000000,1821420.041077
-4.600000,4.100000,1904942.128653
-4.600000,4.200000,2002711.481541
-4.600000,4.300000,2116714.153196
-4.600000,4.400000,2249186.354590
-4.600000,4.500000,2402612.532642
-4.600000,4.600000,2579780.212887
-4.600000,4.700000,2783771.816349
-4.600000,4.800000,3018028.425496
-4.600000,4.900000,3286349.574662
-4.600000,5.000000,3592945.599344
-4.500000,-5.000000,5877715.126230
-4.500000,-4.900000,5341096.361650
-4.500000,-4.800000,4866878.040374
-4.500000,-4.700000,4448510.839834
-4.500000,-4.600000,4080035.098907
-4.500000,-4.500000,3756035.273543
-4.500000,-4.400000,3471611.560916
-4.500000,-4.300000,3222308.182208
-4.500000,-4.200000,3004121.251545
-4.500000,-4.100000,2813436.872012
-4.500000,-4.000000,2646995.834288
-4.500000,-3.900000,2501881.624805
-4.500000,-3.800000,2375483.111753
-4.500000,-3.700000,2265459.929433
-4.500000,-3.600000,2169727.439661
-4.500000,-3.500000,2086443.152172
-4.500000,-3.400000,2013956.351681
-4.500000,-3.300000,1950826.490239
-4.500000,-3.200000,1895761.387119
-4.500000,-3.100000,1847645.178461
-4.500000,-3.000000,1805487.413879
-4.500000,-2.900000,1768430.406809
-4.500000,-2.800000,1735722.537979
-4.500000,-2.700000,1706719.465293
-4.500000,-2.600000,1680847.356530
-4.500000,-2.500000,1657630.939912
-4.500000,-2.400000,1636655.164094
-4.500000,-2.300000,1617563.160448
-4.500000,-2.200000,1600056.744401
-4.500000,-2.100000,1583876.372932
-4.500000,-2.000000,1568817.180160
-4.500000,-1.900000,1554690.630540
-4.500000,-1.800000,1541348.756863
-4.500000,-1.700000,1528668.956500
-4.500000,-1.600000,1516548.663111
-4.500000,-1.500000,1504899.279601
-4.500000,-1.400000,1493660.591201
-4.500000,-1.300000,1482770.132197
-4.500000,-1.200000,1472189.431065
-4.500000,-1.100000,1461876.398907
-4.500000,-1.000000,1451801.266426
-4.500000,-0.900000,1441945.975705
-4.500000,-0.800000,1432291.157986
-4.500000,-0.700000,1422821.699207
-4.500000,-0.600000,1413528.887791
-4.500000,-0.500000,1404401.728668
-4.500000,-0.400000,1395429.108986
-4.500000,-0.300000,1386611.070200
-4.500000,-0.200000,1377941.258771
-4.500000,-0.100000,1369417.260973
-4.500000,-0.000000,1361036.451197
-4.500000,0.100000,1352795.756292
-4.500000,0.200000,1344697.505516
-4.500000,0.300000,1336739.576541
-4.500000,0.400000,1328920.418786
-4.500000,0.500000,1321244.615819
-4.500000,0.600000,1313714.946490
-4.500000,0.700000,1306337.710846
-4.500000,0.800000,1299113.472850
-4.500000,0.900000,1292044.809811
-4.500000,1.000000,1285152.533286
-4.500000,1.100000,1278437.332648
-4.500000,1.200000,1271919.801252
-4.500000,1.300000,1265611.879980
-4.500000,1.400000,1259536.845310
-4.500000,1.500000,1253723.326611
-4.500000,1.600000,1248204.934750
-4.500000,1.700000,1243012.916450
-4.500000,1.800000,1238197.727325
-4.500000,1.900000,1233814.258176
-4.500000,2.000000,1229935.458272
-4.500000,2.100000,1226640.446342
-4.500000,2.200000,1224025.754186
-4.500000,2.300000,1222210.335125
-4.500000,2.400000,1221326.679227
-4.500000,2.500000,1221545.209067
-4.500000,2.600000,1223052.978264
-4.500000,2.700000,1226079.134021
-4.500000,2.800000,1230886.643862
-4.500000,2.900000,1237788.785490
-4.500000,3.000000,1247143.254922
-4.500000,3.100000,1259364.039458
-4.500000,3.200000,1274942.350635
-4.500000,3.300000,1294427.301694
-4.500000,3.400000,1318461.092089
-4.500000,3.500000,1347779.562804
-4.500000,3.600000,1383218.675549
-4.500000,3.700000,1425737.415340
-4.500000,3.800000,1476419.106601
-4.500000,3.900000,1536493.302221
-4.500000,4.000000,1607353.272998
-4.500000,4.100000,1690567.128431
-4.500000,4.200000,1787904.662612
-4.500000,4.300000,1901344.260669
-4.500000,4.400000,2033105.694135
-4.500000,4.500000,2185669.517539
-4.500000,4.600000,2361809.050184
-4.500000,4.700000,2564593.361951
-4.500000,4.800000,2797450.240892
-4.500000,4.900000,3064163.194902
-4.500000,5.000000,3368929.582785
-4.400000,-5.000000,5574760.290565
-4.400000,-4.900000,5042270.173577
-4.400000,-4.800000,4571951.044298
-4.400000,-4.700000,4157276.806067
-4.400000,-4.600000,3792296.625950
-4.400000,-4.500000,3471611.560916
-4.400000,-4.400000,3190328.150294
-4.400000,-4.300000,2944009.226041
-4.400000,-4.200000,2728662.271090
-4.400000,-4.100000,2540676.863140
-4.400000,-4.000000,2376818.263170
-4.400000,-3.900000,2234164.680225
-4.400000,-3.800000,2110119.592292
-4.400000,-3.700000,2002348.149133
-4.400000,-3.600000,1908779.839708
-4.400000,-3.500000,1827571.778418
-4.400000,-3.400000,1757082.721182
-4.400000,-3.300000,1695877.733621
-4.400000,-3.200000,1642673.097064
-4.400000,-3.100000,1596357.063531
-4.400000,-3.000000,1555942.058633
-4.400000,-2.900000,1520573.001452
-4.400000,-2.800000,1489508.087691
-4.400000,-2.700000,1462098.952875
-4.400000,-2.600000,1437786.877231
-4.400000,-2.500000,1416088.390408
-4.400000,-2.400000,1396598.550434
-4.400000,-2.300000,1378958.369088
-4.400000,-2.200000,1362874.208822
-4.400000,-2.100000,1348087.040504
-4.400000,-2.000000,1334395.277836
-4.400000,-1.900000,1321613.589429
-4.400000,-1.800000,1309592.823359
-4.400000,-1.700000,1298213.309676
-4.400000,-1.600000,1287372.451244
-4.400000,-1.500000,1276985.996716
-4.400000,-1.400000,1266992.354036
-4.400000,-1.300000,1257327.605238
-4.400000,-1.200000,1247959.646773
-4.400000,-1.100000,1238840.875502
-4.400000,-1.000000,1229948.559763
-4.400000,-0.900000,1221262.671516
-4.400000,-0.800000,1212760.475941
-4.400000,-0.700000,1204428.934399
-4.400000,-0.600000,1196263.188891
-4.400000,-0.500000,1188249.867701
-4.400000,-0.400000,1180379.995474
-4.400000,-0.300000,1172651.944415
-4.400000,-0.200000,1165058.773465
-4.400000,-0.100000,1157603.677557
-4.400000,-0.000000,1150274.092646
-4.400000,0.100000,1143079.328573
-4.400000,0.200000,1136009.741857
-4.400000,0.300000,1129068.811502
-4.400000,0.400000,1122255.277489
-4.400000,0.500000,1115576.879605
-4.400000,0.600000,1109031.091166
-4.400000,0.700000,1102624.574856
-4.400000,0.800000,1096356.102327
-4.400000,0.900000,1090235.272493
-4.400000,1.000000,1084275.011775
-4.400000,1.100000,1078481.756128
-4.400000,1.200000,1072869.758286
-4.400000,1.300000,1067458.073671
-4.400000,1.400000,1062260.874709
-4.400000,1.500000,1057309.693090
-4.400000,1.600000,1052634.934582
-4.400000,1.700000,1048273.274275
-4.400000,1.800000,1044268.178212
-4.400000,1.900000,1040682.970267
-4.400000,2.000000,1037572.408309
-4.400000,2.100000,1035028.065733
-4.400000,2.200000,1033139.202850
-4.400000,2.300000,1032026.684902
-4.400000,2.400000,1031817.024807
-4.400000,2.500000,1032679.240269
-4.400000,2.600000,1034799.688354
-4.400000,2.700000,1038402.217896
-4.400000,2.800000,1043748.545523
-4.400000,2.900000,1051148.789862
-4.400000,3.000000,1060956.437893
-4.400000,3.100000,1073581.770195
-4.400000,3.200000,1089505.442849
-4.400000,3.300000,1109285.780039
-4.400000,3.400000,1133548.906142
-4.400000,3.500000,1163027.625395
-4.400000,3.600000,1198557.390845
-4.400000,3.700000,1241080.544927
-4.400000,3.800000,1291675.031736
-4.400000,3.900000,1351573.489508
-4.400000,4.000000,1422151.671115
-4.400000,4.100000,1504973.247522
-4.400000,4.200000,1601794.975684
-4.400000,4.300000,1714587.531669
-4.400000,4.400000,1845560.835045
-4.400000,4.500000,1997183.990397
-4.400000,4.600000,2172214.729912
-4.400000,4.700000,2373718.166732
-4.400000,4.800000,2605098.916755
-4.400000,4.900000,2870134.288587
-4.400000,5.000000,3173000.068807
-4.300000,-5.000000,5307740.347916
-4.300000,-4.900000,4779211.196760
-4.300000,-4.800000,4312632.595155
-4.300000,-4.700000,3901487.274952
-4.300000,-4.600000,3539840.864086
-4.300000,-4.500000,3222308.182208
-4.300000,-4.400000,2944009.226041
-4.300000,-4.300000,2700521.739294
-4.300000,-4.200000,2487860.129396
-4.300000,-4.100000,2302426.151661
-4.300000,-4.000000,2140990.591931
-4.300000,-3.900000,2000645.747166
-4.300000,-3.800000,1878803.988294
-4.300000,-3.700000,1773143.160290
-4.300000,-3.600000,1681588.688467
-4.300000,-3.500000,1602313.338071
-4.300000,-3.400000,1533680.099405
-4.300000,-3.300000,1474256.335272
-4.300000,-3.200000,1422771.497995
-4.300000,-3.100000,1378109.498585
-4.300000,-3.000000,1339299.898452
-4.300000,-2.900000,1305484.636422
-4.300000,-2.800000,1275921.304791
-4.300000,-2.700000,1249973.381525
-4.300000,-2.600000,1227082.887036
-4.300000,-2.500000,1206772.516883
-4.300000,-2.400000,1188629.442480
-4.300000,-2.300000,1172311.200148
-4.300000,-2.200000,1157515.583127
-4.300000,-2.100000,1143992.180435
-4.300000,-2.000000,1131540.485793
-4.300000,-1.900000,1119973.477383
-4.300000,-1.800000,1109147.754657
-4.300000,-1.700000,1098941.334182
-4.300000,-1.600000,1089255.468577
-4.300000,-1.500000,1080008.858595
-4.300000,-1.400000,1071135.073903
-4.300000,-1.300000,1062575.540614
-4.300000,-1.200000,1054292.960529
-4.300000,-1.100000,1046251.295715
-4.300000,-1.000000,1038420.347612
-4.300000,-0.900000,1030779.192431
-4.300000,-0.800000,1023314.294799
-4.300000,-0.700000,1016007.500608
-4.300000,-0.600000,1008848.121508
-4.300000,-0.500000,1001830.855023
-4.300000,-0.400000,994949.304834
